
	EPOCHWISE SOLUTIONS FOR THE TRADITIONAL INTEGRATION STRATEGY.
	Initial Estimate of Receiver Position : 
	X (m):        841693.698     
	Y (m):        -4530895.777   
	Z (m):        4394926.382    
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
	|| Loose GNSS-IMU Integration ||
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
EPOCH       X(m)           Y(m)           Z(m)           Vx(m/s)        Vy(m/s)        Vz(m/s)        Tx(deg)        Ty(deg)        Tz(deg)        
72602.580   841693.697     -4530895.786   4394926.380    0.005          -0.013         -0.005         -0.005         -0.023         8.781          
72602.590   841693.697     -4530895.786   4394926.380    0.006          -0.013         -0.005         -0.005         -0.025         8.780          
72602.600   841693.697     -4530895.786   4394926.380    0.006          -0.014         -0.006         -0.004         -0.024         8.780          
72602.611   841693.697     -4530895.786   4394926.380    0.007          -0.014         -0.006         -0.005         -0.023         8.780          
72602.624   841693.697     -4530895.787   4394926.380    0.007          -0.014         -0.006         -0.005         -0.025         8.780          
72602.630   841693.697     -4530895.787   4394926.380    0.007          -0.013         -0.005         -0.006         -0.025         8.781          
72602.640   841693.697     -4530895.787   4394926.380    0.007          -0.013         -0.005         -0.007         -0.024         8.781          
72602.650   841693.697     -4530895.787   4394926.380    0.007          -0.013         -0.006         -0.007         -0.024         8.779          
72602.660   841693.697     -4530895.787   4394926.380    0.007          -0.013         -0.006         -0.007         -0.026         8.779          
72602.670   841693.697     -4530895.787   4394926.380    0.007          -0.014         -0.006         -0.007         -0.026         8.780          
72602.680   841693.697     -4530895.787   4394926.380    0.007          -0.014         -0.005         -0.007         -0.026         8.780          
72602.690   841693.698     -4530895.788   4394926.379    0.007          -0.014         -0.005         -0.007         -0.026         8.780          
72602.700   841693.698     -4530895.788   4394926.379    0.007          -0.013         -0.005         -0.008         -0.028         8.780          
72602.711   841693.698     -4530895.788   4394926.379    0.007          -0.013         -0.006         -0.008         -0.028         8.780          
72602.724   841693.698     -4530895.788   4394926.379    0.007          -0.014         -0.006         -0.008         -0.028         8.781          
72602.730   841693.698     -4530895.788   4394926.379    0.007          -0.014         -0.005         -0.008         -0.029         8.782          
72602.740   841693.698     -4530895.788   4394926.379    0.007          -0.013         -0.006         -0.008         -0.029         8.781          
72602.750   841693.698     -4530895.788   4394926.379    0.006          -0.013         -0.005         -0.007         -0.029         8.781          
72602.760   841693.698     -4530895.788   4394926.379    0.006          -0.013         -0.005         -0.007         -0.028         8.781          
72602.770   841693.698     -4530895.789   4394926.379    0.006          -0.014         -0.005         -0.006         -0.027         8.781          
72602.780   841693.698     -4530895.789   4394926.379    0.006          -0.014         -0.006         -0.007         -0.026         8.782          
72602.790   841693.698     -4530895.789   4394926.379    0.005          -0.014         -0.006         -0.009         -0.026         8.781          
72602.800   841693.698     -4530895.789   4394926.379    0.004          -0.014         -0.005         -0.009         -0.026         8.780          
72602.811   841693.698     -4530895.789   4394926.379    0.004          -0.015         -0.005         -0.009         -0.026         8.780          
72602.824   841693.698     -4530895.789   4394926.379    0.004          -0.015         -0.005         -0.009         -0.025         8.781          
72602.830   841693.698     -4530895.789   4394926.379    0.004          -0.015         -0.006         -0.009         -0.024         8.781          
72602.840   841693.698     -4530895.790   4394926.379    0.004          -0.016         -0.006         -0.008         -0.024         8.781          
72602.850   841693.698     -4530895.790   4394926.379    0.004          -0.016         -0.006         -0.007         -0.023         8.780          
72602.860   841693.699     -4530895.790   4394926.379    0.004          -0.016         -0.006         -0.007         -0.021         8.780          
72602.870   841693.699     -4530895.790   4394926.378    0.004          -0.017         -0.006         -0.007         -0.021         8.781          
72602.880   841693.699     -4530895.790   4394926.378    0.004          -0.017         -0.006         -0.007         -0.021         8.781          
72602.890   841693.699     -4530895.790   4394926.378    0.004          -0.017         -0.006         -0.007         -0.021         8.779          
72602.900   841693.699     -4530895.791   4394926.378    0.004          -0.018         -0.006         -0.008         -0.022         8.777          
72602.911   841693.699     -4530895.791   4394926.378    0.004          -0.018         -0.006         -0.007         -0.024         8.776          
72602.924   841693.699     -4530895.791   4394926.378    0.004          -0.018         -0.006         -0.007         -0.024         8.777          
72602.930   841693.699     -4530895.791   4394926.378    0.004          -0.018         -0.006         -0.007         -0.024         8.778          
72602.940   841693.699     -4530895.791   4394926.378    0.004          -0.018         -0.006         -0.006         -0.024         8.778          
72602.950   841693.699     -4530895.792   4394926.378    0.004          -0.019         -0.006         -0.006         -0.024         8.779          
72602.960   841693.699     -4530895.792   4394926.378    0.004          -0.019         -0.007         -0.005         -0.025         8.778          
72602.970   841693.699     -4530895.792   4394926.378    0.004          -0.018         -0.007         -0.004         -0.026         8.777          
72602.980   841693.699     -4530895.792   4394926.378    0.004          -0.019         -0.006         -0.005         -0.028         8.776          
72602.990   841693.699     -4530895.792   4394926.378    0.004          -0.019         -0.006         -0.005         -0.028         8.777          
72603.000   841693.699     -4530895.792   4394926.378    0.005          -0.019         -0.007         -0.005         -0.026         8.778          
72603.000   841693.692     -4530895.774   4394926.379    0.003          0.002          -0.014         -0.005         -0.026         8.778          
72603.011   841693.692     -4530895.774   4394926.379    0.003          0.001          -0.014         -0.003         -0.025         8.779          
72603.024   841693.692     -4530895.774   4394926.379    0.003          0.001          -0.014         -0.001         -0.026         8.780          
72603.030   841693.692     -4530895.774   4394926.378    0.003          0.001          -0.014         -0.001         -0.027         8.780          
72603.040   841693.692     -4530895.774   4394926.378    0.003          0.002          -0.014         -0.002         -0.025         8.780          
72603.050   841693.692     -4530895.774   4394926.378    0.003          0.002          -0.014         -0.002         -0.025         8.780          
72603.060   841693.692     -4530895.774   4394926.378    0.003          0.002          -0.014         -0.002         -0.025         8.782          
72603.070   841693.692     -4530895.774   4394926.378    0.004          0.001          -0.014         -0.004         -0.025         8.781          
72603.080   841693.692     -4530895.774   4394926.378    0.004          0.001          -0.014         -0.004         -0.024         8.779          
72603.090   841693.693     -4530895.774   4394926.378    0.004          0.001          -0.014         -0.004         -0.026         8.778          
72603.100   841693.693     -4530895.774   4394926.378    0.004          0.001          -0.014         -0.005         -0.027         8.779          
72603.111   841693.693     -4530895.774   4394926.377    0.005          0.001          -0.014         -0.005         -0.027         8.779          
72603.124   841693.693     -4530895.774   4394926.377    0.005          0.001          -0.014         -0.005         -0.025         8.778          
72603.130   841693.693     -4530895.774   4394926.377    0.005          0.001          -0.014         -0.005         -0.025         8.779          
72603.140   841693.693     -4530895.774   4394926.377    0.005          0.000          -0.014         -0.006         -0.025         8.780          
72603.150   841693.693     -4530895.774   4394926.377    0.004          0.000          -0.014         -0.006         -0.024         8.782          
72603.160   841693.693     -4530895.774   4394926.377    0.005          0.000          -0.014         -0.005         -0.023         8.781          
72603.170   841693.693     -4530895.774   4394926.377    0.005          0.000          -0.014         -0.006         -0.025         8.780          
72603.180   841693.693     -4530895.774   4394926.376    0.005          0.000          -0.014         -0.006         -0.025         8.781          
72603.190   841693.693     -4530895.774   4394926.376    0.005          0.000          -0.014         -0.005         -0.025         8.782          
72603.200   841693.693     -4530895.774   4394926.376    0.005          0.000          -0.014         -0.004         -0.025         8.782          
72603.211   841693.693     -4530895.774   4394926.376    0.004          0.000          -0.014         -0.006         -0.024         8.780          
72603.224   841693.693     -4530895.774   4394926.376    0.004          0.000          -0.014         -0.009         -0.024         8.780          
72603.230   841693.693     -4530895.774   4394926.376    0.004          0.000          -0.014         -0.008         -0.024         8.781          
72603.240   841693.693     -4530895.774   4394926.376    0.004          -0.000         -0.014         -0.008         -0.024         8.781          
72603.250   841693.693     -4530895.774   4394926.375    0.004          -0.001         -0.014         -0.008         -0.024         8.781          
72603.260   841693.693     -4530895.774   4394926.375    0.004          -0.001         -0.014         -0.007         -0.023         8.780          
72603.270   841693.693     -4530895.774   4394926.375    0.004          -0.001         -0.014         -0.008         -0.024         8.780          
72603.280   841693.693     -4530895.774   4394926.375    0.004          -0.001         -0.014         -0.008         -0.026         8.781          
72603.290   841693.693     -4530895.774   4394926.375    0.004          -0.001         -0.013         -0.009         -0.025         8.780          
72603.300   841693.693     -4530895.774   4394926.375    0.003          -0.001         -0.014         -0.009         -0.025         8.779          
72603.311   841693.693     -4530895.774   4394926.375    0.003          -0.001         -0.014         -0.009         -0.024         8.778          
72603.324   841693.694     -4530895.774   4394926.374    0.003          -0.001         -0.014         -0.008         -0.023         8.776          
72603.330   841693.694     -4530895.774   4394926.374    0.002          -0.002         -0.014         -0.007         -0.023         8.776          
72603.340   841693.694     -4530895.774   4394926.374    0.002          -0.002         -0.013         -0.007         -0.024         8.776          
72603.350   841693.694     -4530895.774   4394926.374    0.002          -0.001         -0.014         -0.006         -0.022         8.776          
72603.360   841693.694     -4530895.774   4394926.374    0.002          -0.001         -0.014         -0.005         -0.022         8.776          
72603.370   841693.694     -4530895.774   4394926.374    0.002          -0.001         -0.014         -0.004         -0.021         8.777          
72603.380   841693.694     -4530895.774   4394926.374    0.001          -0.001         -0.014         -0.005         -0.021         8.777          
72603.390   841693.694     -4530895.774   4394926.373    0.001          -0.001         -0.014         -0.005         -0.021         8.777          
72603.400   841693.694     -4530895.774   4394926.373    0.002          -0.001         -0.014         -0.004         -0.021         8.777          
72603.411   841693.694     -4530895.774   4394926.373    0.002          -0.002         -0.015         -0.003         -0.022         8.776          
72603.424   841693.694     -4530895.774   4394926.373    0.002          -0.003         -0.015         -0.005         -0.023         8.773          
72603.430   841693.694     -4530895.774   4394926.373    0.003          -0.003         -0.015         -0.006         -0.024         8.773          
72603.440   841693.694     -4530895.774   4394926.373    0.003          -0.004         -0.015         -0.004         -0.025         8.773          
72603.450   841693.694     -4530895.774   4394926.373    0.003          -0.005         -0.015         -0.003         -0.025         8.774          
72603.460   841693.694     -4530895.774   4394926.372    0.004          -0.005         -0.015         -0.004         -0.025         8.773          
72603.470   841693.694     -4530895.775   4394926.372    0.004          -0.005         -0.015         -0.005         -0.026         8.774          
72603.480   841693.694     -4530895.775   4394926.372    0.005          -0.006         -0.015         -0.005         -0.026         8.775          
72603.490   841693.694     -4530895.775   4394926.372    0.005          -0.007         -0.016         -0.005         -0.026         8.775          
72603.500   841693.694     -4530895.775   4394926.372    0.005          -0.007         -0.016         -0.005         -0.026         8.776          
72603.511   841693.694     -4530895.775   4394926.372    0.004          -0.007         -0.016         -0.004         -0.025         8.777          
72603.524   841693.694     -4530895.775   4394926.371    0.005          -0.007         -0.016         -0.004         -0.026         8.777          
72603.530   841693.694     -4530895.775   4394926.371    0.005          -0.007         -0.016         -0.005         -0.026         8.776          
72603.540   841693.694     -4530895.775   4394926.371    0.005          -0.007         -0.016         -0.004         -0.027         8.776          
72603.550   841693.694     -4530895.775   4394926.371    0.006          -0.006         -0.016         -0.003         -0.028         8.777          
72603.560   841693.694     -4530895.775   4394926.371    0.005          -0.005         -0.016         -0.002         -0.029         8.777          
72603.570   841693.694     -4530895.775   4394926.371    0.006          -0.005         -0.015         -0.004         -0.029         8.777          
72603.580   841693.694     -4530895.775   4394926.371    0.006          -0.004         -0.015         -0.006         -0.030         8.777          
72603.590   841693.694     -4530895.775   4394926.370    0.006          -0.004         -0.016         -0.005         -0.029         8.776          
72603.600   841693.695     -4530895.775   4394926.370    0.006          -0.004         -0.016         -0.004         -0.027         8.775          
72603.611   841693.695     -4530895.775   4394926.370    0.007          -0.004         -0.016         -0.005         -0.025         8.775          
72603.624   841693.695     -4530895.775   4394926.370    0.006          -0.004         -0.016         -0.006         -0.023         8.775          
72603.630   841693.695     -4530895.775   4394926.370    0.006          -0.004         -0.016         -0.007         -0.022         8.775          
72603.640   841693.695     -4530895.775   4394926.370    0.006          -0.004         -0.015         -0.007         -0.023         8.776          
72603.650   841693.695     -4530895.775   4394926.369    0.006          -0.004         -0.015         -0.006         -0.022         8.774          
72603.660   841693.695     -4530895.776   4394926.369    0.006          -0.005         -0.015         -0.007         -0.021         8.774          
72603.670   841693.695     -4530895.776   4394926.369    0.006          -0.005         -0.015         -0.009         -0.020         8.775          
72603.680   841693.695     -4530895.776   4394926.369    0.005          -0.005         -0.015         -0.008         -0.020         8.775          
72603.690   841693.695     -4530895.776   4394926.369    0.005          -0.006         -0.015         -0.007         -0.019         8.774          
72603.700   841693.695     -4530895.776   4394926.369    0.005          -0.006         -0.015         -0.006         -0.018         8.774          
72603.711   841693.695     -4530895.776   4394926.369    0.005          -0.006         -0.015         -0.007         -0.017         8.775          
72603.723   841693.695     -4530895.776   4394926.368    0.005          -0.007         -0.016         -0.006         -0.016         8.775          
72603.730   841693.695     -4530895.776   4394926.368    0.005          -0.008         -0.015         -0.005         -0.016         8.775          
72603.740   841693.695     -4530895.776   4394926.368    0.005          -0.008         -0.015         -0.006         -0.018         8.775          
72603.750   841693.695     -4530895.776   4394926.368    0.005          -0.008         -0.016         -0.006         -0.018         8.775          
72603.760   841693.695     -4530895.776   4394926.368    0.005          -0.008         -0.016         -0.006         -0.016         8.774          
72603.770   841693.695     -4530895.776   4394926.368    0.005          -0.009         -0.016         -0.005         -0.017         8.772          
72603.780   841693.696     -4530895.776   4394926.367    0.005          -0.009         -0.016         -0.005         -0.016         8.772          
72603.790   841693.696     -4530895.776   4394926.367    0.006          -0.010         -0.017         -0.004         -0.016         8.774          
72603.800   841693.696     -4530895.777   4394926.367    0.005          -0.010         -0.017         -0.005         -0.017         8.774          
72603.811   841693.696     -4530895.777   4394926.367    0.005          -0.010         -0.017         -0.007         -0.019         8.772          
72603.823   841693.696     -4530895.777   4394926.367    0.005          -0.010         -0.017         -0.007         -0.018         8.774          
72603.830   841693.696     -4530895.777   4394926.367    0.005          -0.010         -0.017         -0.006         -0.019         8.774          
72603.840   841693.696     -4530895.777   4394926.366    0.006          -0.011         -0.018         -0.006         -0.021         8.776          
72603.850   841693.696     -4530895.777   4394926.366    0.006          -0.011         -0.018         -0.006         -0.022         8.777          
72603.860   841693.696     -4530895.777   4394926.366    0.005          -0.010         -0.017         -0.005         -0.022         8.777          
72603.870   841693.696     -4530895.777   4394926.366    0.005          -0.010         -0.017         -0.005         -0.023         8.775          
72603.880   841693.696     -4530895.777   4394926.366    0.006          -0.010         -0.017         -0.005         -0.023         8.774          
72603.890   841693.696     -4530895.777   4394926.366    0.007          -0.010         -0.018         -0.005         -0.022         8.773          
72603.900   841693.696     -4530895.778   4394926.365    0.007          -0.010         -0.018         -0.007         -0.024         8.773          
72603.911   841693.696     -4530895.778   4394926.365    0.007          -0.010         -0.017         -0.005         -0.024         8.772          
72603.923   841693.696     -4530895.778   4394926.365    0.007          -0.010         -0.016         -0.006         -0.024         8.773          
72603.930   841693.696     -4530895.778   4394926.365    0.007          -0.010         -0.016         -0.007         -0.024         8.774          
72603.940   841693.696     -4530895.778   4394926.365    0.007          -0.010         -0.016         -0.006         -0.023         8.773          
72603.950   841693.697     -4530895.778   4394926.365    0.007          -0.010         -0.016         -0.005         -0.023         8.772          
72603.960   841693.697     -4530895.778   4394926.364    0.007          -0.011         -0.016         -0.007         -0.023         8.771          
72603.970   841693.697     -4530895.778   4394926.364    0.007          -0.010         -0.016         -0.008         -0.024         8.771          
72603.980   841693.697     -4530895.778   4394926.364    0.007          -0.010         -0.016         -0.008         -0.024         8.773          
72603.990   841693.697     -4530895.778   4394926.364    0.007          -0.010         -0.015         -0.008         -0.023         8.772          
72604.000   841693.697     -4530895.779   4394926.364    0.007          -0.010         -0.015         -0.008         -0.023         8.771          
72604.000   841693.697     -4530895.779   4394926.364    0.007          -0.010         -0.015         -0.008         -0.023         8.771          
72604.011   841693.686     -4530895.776   4394926.387    -0.001         -0.005         -0.003         -0.007         -0.024         8.771          
72604.023   841693.686     -4530895.776   4394926.386    -0.001         -0.005         -0.003         -0.007         -0.024         8.771          
72604.030   841693.686     -4530895.776   4394926.386    -0.001         -0.006         -0.004         -0.007         -0.024         8.771          
72604.040   841693.686     -4530895.776   4394926.386    -0.002         -0.006         -0.003         -0.007         -0.022         8.772          
72604.050   841693.686     -4530895.776   4394926.386    -0.001         -0.006         -0.003         -0.006         -0.021         8.773          
72604.060   841693.686     -4530895.777   4394926.386    -0.001         -0.006         -0.004         -0.006         -0.021         8.772          
72604.070   841693.686     -4530895.777   4394926.386    -0.001         -0.007         -0.004         -0.006         -0.021         8.772          
72604.080   841693.686     -4530895.777   4394926.386    -0.001         -0.007         -0.004         -0.008         -0.021         8.772          
72604.090   841693.686     -4530895.777   4394926.386    -0.001         -0.007         -0.004         -0.007         -0.021         8.771          
72604.100   841693.686     -4530895.777   4394926.386    -0.002         -0.007         -0.004         -0.006         -0.019         8.771          
72604.111   841693.686     -4530895.777   4394926.386    -0.002         -0.007         -0.005         -0.007         -0.019         8.772          
72604.123   841693.686     -4530895.777   4394926.386    -0.002         -0.007         -0.005         -0.006         -0.020         8.771          
72604.130   841693.686     -4530895.777   4394926.386    -0.003         -0.008         -0.005         -0.007         -0.021         8.772          
72604.140   841693.686     -4530895.777   4394926.386    -0.003         -0.008         -0.006         -0.009         -0.021         8.773          
72604.150   841693.686     -4530895.777   4394926.386    -0.003         -0.009         -0.006         -0.008         -0.021         8.775          
72604.160   841693.686     -4530895.777   4394926.386    -0.003         -0.009         -0.005         -0.007         -0.021         8.775          
72604.170   841693.686     -4530895.777   4394926.386    -0.003         -0.009         -0.005         -0.007         -0.022         8.774          
72604.180   841693.686     -4530895.777   4394926.386    -0.003         -0.009         -0.005         -0.006         -0.022         8.774          
72604.190   841693.686     -4530895.778   4394926.386    -0.003         -0.009         -0.006         -0.005         -0.022         8.774          
72604.200   841693.686     -4530895.778   4394926.386    -0.003         -0.010         -0.006         -0.006         -0.024         8.774          
72604.211   841693.686     -4530895.778   4394926.386    -0.004         -0.010         -0.005         -0.006         -0.025         8.775          
72604.223   841693.686     -4530895.778   4394926.386    -0.004         -0.010         -0.005         -0.006         -0.025         8.774          
72604.230   841693.686     -4530895.778   4394926.385    -0.004         -0.009         -0.005         -0.005         -0.024         8.774          
72604.240   841693.686     -4530895.778   4394926.385    -0.003         -0.009         -0.005         -0.004         -0.024         8.773          
72604.250   841693.686     -4530895.778   4394926.385    -0.003         -0.009         -0.005         -0.006         -0.023         8.773          
72604.260   841693.686     -4530895.778   4394926.385    -0.003         -0.009         -0.005         -0.006         -0.021         8.773          
72604.270   841693.685     -4530895.778   4394926.385    -0.003         -0.009         -0.004         -0.004         -0.022         8.773          
72604.280   841693.685     -4530895.778   4394926.385    -0.003         -0.009         -0.004         -0.003         -0.023         8.773          
72604.290   841693.685     -4530895.778   4394926.385    -0.002         -0.009         -0.004         -0.004         -0.024         8.775          
72604.300   841693.685     -4530895.779   4394926.385    -0.003         -0.009         -0.004         -0.003         -0.023         8.775          
72604.311   841693.685     -4530895.779   4394926.385    -0.002         -0.009         -0.004         -0.005         -0.023         8.774          
72604.323   841693.685     -4530895.779   4394926.385    -0.002         -0.010         -0.004         -0.005         -0.022         8.774          
72604.330   841693.685     -4530895.779   4394926.385    -0.001         -0.010         -0.004         -0.005         -0.021         8.773          
72604.340   841693.685     -4530895.779   4394926.385    -0.001         -0.009         -0.004         -0.003         -0.023         8.773          
72604.350   841693.685     -4530895.779   4394926.385    -0.001         -0.010         -0.004         -0.004         -0.024         8.773          
72604.360   841693.685     -4530895.779   4394926.385    -0.000         -0.010         -0.004         -0.005         -0.021         8.772          
72604.370   841693.685     -4530895.779   4394926.385    0.000          -0.010         -0.005         -0.005         -0.020         8.773          
72604.380   841693.685     -4530895.779   4394926.385    0.000          -0.010         -0.005         -0.004         -0.019         8.775          
72604.390   841693.685     -4530895.779   4394926.385    -0.000         -0.010         -0.005         -0.006         -0.019         8.775          
72604.400   841693.685     -4530895.780   4394926.385    0.000          -0.010         -0.005         -0.007         -0.020         8.773          
72604.411   841693.685     -4530895.780   4394926.385    0.001          -0.010         -0.005         -0.007         -0.020         8.773          
72604.423   841693.685     -4530895.780   4394926.385    0.001          -0.010         -0.006         -0.006         -0.021         8.774          
72604.430   841693.685     -4530895.780   4394926.385    0.001          -0.010         -0.006         -0.006         -0.021         8.773          
72604.440   841693.685     -4530895.780   4394926.384    0.001          -0.010         -0.006         -0.007         -0.021         8.772          
72604.450   841693.685     -4530895.780   4394926.384    0.000          -0.010         -0.005         -0.007         -0.021         8.772          
72604.460   841693.685     -4530895.780   4394926.384    0.000          -0.010         -0.006         -0.009         -0.020         8.772          
72604.470   841693.685     -4530895.780   4394926.384    0.000          -0.010         -0.006         -0.010         -0.019         8.774          
72604.480   841693.685     -4530895.780   4394926.384    -0.000         -0.011         -0.006         -0.009         -0.020         8.773          
72604.490   841693.685     -4530895.780   4394926.384    0.000          -0.012         -0.006         -0.008         -0.020         8.773          
72604.500   841693.685     -4530895.781   4394926.384    0.000          -0.012         -0.006         -0.007         -0.021         8.773          
72604.511   841693.685     -4530895.781   4394926.384    -0.000         -0.012         -0.006         -0.008         -0.022         8.773          
72604.523   841693.685     -4530895.781   4394926.384    -0.000         -0.012         -0.006         -0.010         -0.022         8.772          
72604.530   841693.685     -4530895.781   4394926.384    -0.000         -0.012         -0.006         -0.010         -0.023         8.771          
72604.540   841693.685     -4530895.781   4394926.384    -0.000         -0.013         -0.006         -0.011         -0.023         8.770          
72604.550   841693.685     -4530895.781   4394926.384    -0.000         -0.013         -0.006         -0.014         -0.023         8.770          
72604.560   841693.685     -4530895.781   4394926.384    -0.001         -0.013         -0.006         -0.014         -0.023         8.771          
72604.570   841693.685     -4530895.781   4394926.384    -0.002         -0.013         -0.006         -0.014         -0.023         8.772          
72604.580   841693.685     -4530895.782   4394926.384    -0.002         -0.013         -0.006         -0.014         -0.023         8.773          
72604.590   841693.685     -4530895.782   4394926.384    -0.002         -0.013         -0.006         -0.015         -0.023         8.773          
72604.600   841693.685     -4530895.782   4394926.384    -0.002         -0.013         -0.006         -0.014         -0.022         8.772          
72604.611   841693.685     -4530895.782   4394926.383    -0.003         -0.013         -0.006         -0.014         -0.022         8.771          
72604.623   841693.685     -4530895.782   4394926.383    -0.004         -0.013         -0.005         -0.013         -0.023         8.771          
72604.630   841693.685     -4530895.782   4394926.383    -0.004         -0.013         -0.005         -0.013         -0.024         8.771          
72604.640   841693.685     -4530895.782   4394926.383    -0.004         -0.013         -0.005         -0.012         -0.025         8.770          
72604.650   841693.685     -4530895.782   4394926.383    -0.005         -0.012         -0.006         -0.011         -0.026         8.769          
72604.660   841693.685     -4530895.783   4394926.383    -0.004         -0.013         -0.006         -0.010         -0.026         8.770          
72604.670   841693.685     -4530895.783   4394926.383    -0.004         -0.013         -0.006         -0.011         -0.027         8.770          
72604.680   841693.685     -4530895.783   4394926.383    -0.004         -0.013         -0.006         -0.012         -0.027         8.769          
72604.690   841693.685     -4530895.783   4394926.383    -0.004         -0.012         -0.006         -0.012         -0.025         8.769          
72604.700   841693.685     -4530895.783   4394926.383    -0.004         -0.012         -0.005         -0.011         -0.025         8.771          
72604.711   841693.685     -4530895.783   4394926.383    -0.004         -0.013         -0.006         -0.010         -0.025         8.772          
72604.723   841693.685     -4530895.783   4394926.383    -0.003         -0.013         -0.006         -0.008         -0.025         8.770          
72604.730   841693.685     -4530895.784   4394926.383    -0.003         -0.013         -0.006         -0.007         -0.025         8.769          
72604.740   841693.685     -4530895.784   4394926.383    -0.003         -0.013         -0.006         -0.007         -0.024         8.770          
72604.750   841693.685     -4530895.784   4394926.383    -0.003         -0.013         -0.006         -0.009         -0.024         8.770          
72604.760   841693.685     -4530895.784   4394926.383    -0.002         -0.013         -0.006         -0.008         -0.024         8.770          
72604.770   841693.685     -4530895.784   4394926.383    -0.002         -0.013         -0.006         -0.007         -0.024         8.772          
72604.780   841693.685     -4530895.784   4394926.382    -0.002         -0.014         -0.007         -0.007         -0.024         8.772          
72604.790   841693.685     -4530895.784   4394926.382    -0.002         -0.014         -0.006         -0.007         -0.023         8.772          
72604.800   841693.685     -4530895.784   4394926.382    -0.001         -0.014         -0.006         -0.008         -0.025         8.772          
72604.811   841693.685     -4530895.785   4394926.382    -0.001         -0.014         -0.006         -0.008         -0.025         8.773          
72604.823   841693.685     -4530895.785   4394926.382    -0.000         -0.013         -0.007         -0.008         -0.024         8.773          
72604.830   841693.685     -4530895.785   4394926.382    -0.000         -0.014         -0.007         -0.007         -0.024         8.773          
72604.840   841693.685     -4530895.785   4394926.382    0.000          -0.014         -0.007         -0.008         -0.024         8.773          
72604.849   841693.685     -4530895.785   4394926.382    0.001          -0.014         -0.007         -0.008         -0.024         8.774          
72604.860   841693.685     -4530895.785   4394926.382    0.001          -0.014         -0.007         -0.010         -0.025         8.776          
72604.869   841693.685     -4530895.785   4394926.382    0.001          -0.014         -0.007         -0.010         -0.025         8.777          
72604.880   841693.685     -4530895.786   4394926.382    0.001          -0.014         -0.007         -0.009         -0.025         8.774          
72604.889   841693.685     -4530895.786   4394926.382    0.001          -0.014         -0.007         -0.011         -0.027         8.772          
72604.900   841693.685     -4530895.786   4394926.382    0.001          -0.014         -0.008         -0.013         -0.029         8.773          
72604.911   841693.685     -4530895.786   4394926.382    0.000          -0.015         -0.007         -0.013         -0.028         8.774          
72604.923   841693.685     -4530895.786   4394926.381    0.000          -0.015         -0.007         -0.012         -0.029         8.773          
72604.930   841693.685     -4530895.786   4394926.381    0.000          -0.015         -0.007         -0.012         -0.029         8.773          
72604.940   841693.685     -4530895.786   4394926.381    0.000          -0.014         -0.007         -0.012         -0.030         8.774          
72604.949   841693.685     -4530895.787   4394926.381    0.000          -0.015         -0.008         -0.013         -0.031         8.774          
72604.960   841693.685     -4530895.787   4394926.381    -0.000         -0.015         -0.007         -0.014         -0.030         8.773          
72604.969   841693.685     -4530895.787   4394926.381    -0.001         -0.014         -0.007         -0.015         -0.029         8.773          
72604.980   841693.685     -4530895.787   4394926.381    -0.001         -0.014         -0.007         -0.016         -0.030         8.772          
72604.989   841693.685     -4530895.787   4394926.381    -0.001         -0.014         -0.007         -0.016         -0.030         8.771          
72605.000   841693.685     -4530895.787   4394926.381    -0.001         -0.014         -0.007         -0.014         -0.029         8.772          
72605.000   841693.685     -4530895.787   4394926.381    -0.001         -0.014         -0.007         -0.014         -0.029         8.772          
72605.011   841693.684     -4530895.779   4394926.389    0.003          -0.004         -0.006         -0.014         -0.028         8.773          
72605.023   841693.684     -4530895.779   4394926.389    0.003          -0.005         -0.006         -0.017         -0.028         8.775          
72605.030   841693.684     -4530895.779   4394926.389    0.003          -0.005         -0.006         -0.016         -0.029         8.774          
72605.040   841693.684     -4530895.779   4394926.388    0.002          -0.005         -0.006         -0.016         -0.026         8.774          
72605.049   841693.684     -4530895.779   4394926.388    0.002          -0.005         -0.005         -0.015         -0.027         8.774          
72605.060   841693.684     -4530895.779   4394926.388    0.002          -0.005         -0.005         -0.015         -0.027         8.775          
72605.069   841693.684     -4530895.779   4394926.388    0.002          -0.006         -0.005         -0.015         -0.025         8.776          
72605.080   841693.684     -4530895.779   4394926.388    0.001          -0.006         -0.006         -0.015         -0.024         8.775          
72605.089   841693.684     -4530895.780   4394926.388    0.001          -0.006         -0.006         -0.015         -0.024         8.775          
72605.100   841693.684     -4530895.780   4394926.388    0.001          -0.006         -0.005         -0.015         -0.024         8.774          
72605.111   841693.684     -4530895.780   4394926.388    0.001          -0.006         -0.005         -0.014         -0.024         8.774          
72605.123   841693.684     -4530895.780   4394926.388    0.002          -0.007         -0.006         -0.014         -0.027         8.772          
72605.130   841693.684     -4530895.780   4394926.388    0.002          -0.007         -0.007         -0.014         -0.027         8.773          
72605.140   841693.684     -4530895.780   4394926.388    0.002          -0.007         -0.006         -0.012         -0.029         8.772          
72605.149   841693.684     -4530895.780   4394926.388    0.002          -0.007         -0.006         -0.012         -0.028         8.773          
72605.160   841693.684     -4530895.780   4394926.388    0.002          -0.008         -0.006         -0.013         -0.026         8.772          
